Price,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,JPM,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,JPM,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,JPM,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,JPM,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,JPM,META,MSFT,NVDA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-27,143.6267852783203,102.23999786376953,98.5554428100586,130.69482421875,150.55850219726562,241.81336975097656,20.34353256225586,177.89999389648438,144.9062704324847,103.48999786376953,99.49765240364174,131.57033343473924,151.99720893784095,243.44065810829167,20.60625581574819,180.67999267578125,140.82177572822627,99.52999877929688,96.5123239826297,130.16391627153163,146.24236683556117,240.51738240492458,19.384545434625117,161.1699981689453,140.90051489349364,99.52999877929688,96.5123239826297,130.96492555553354,147.08575448002523,242.62214447980068,19.441484557009698,162.42999267578125,70555800,87775600,33879800,7489900,35771900,26498900,542142000,306590600
2023-01-30,140.74302673339844,100.55000305175781,96.1453628540039,129.58645629882812,145.91493225097656,236.5027618408203,19.141799926757812,166.66000366210938,143.2527830109075,101.73999786376953,97.48429507886306,130.48059765133877,149.9433171179442,239.31885025276583,20.11876764644554,179.77000427246094,140.59540019505755,99.01000213623047,95.60978845068932,129.381545944686,145.80578814738973,236.00579544141553,19.129811540746857,166.5,142.67209860282117,101.08999633789062,96.68093725731849,129.67958832481602,148.24664030943237,238.25671541727394,19.928969317759073,178.0500030517578,64015300,70691900,27226200,6729300,28040100,25867400,488611000,230878800
2023-01-31,142.0126953125,103.12999725341797,98.02977752685547,130.35951232910156,147.81005859375,241.4723358154297,19.516408920288086,173.22000122070312,142.0619091768315,103.3499984741211,98.06945054380512,130.4619674965313,148.71297658740454,241.60875476528724,19.66625044123853,174.3000030517578,140.03442411726166,101.13999938964844,96.02633935545113,128.76680276489768,146.37135192714462,236.736628172446,18.93002771708951,162.77999877929688,140.44779354531312,101.16000366210938,96.07593251835176,130.28499818805093,146.79799650042315,237.22384083173012,19.149795154127606,164.57000732421875,65874500,66527300,29870700,9188700,29842100,26541100,498017000,196813500
2023-02-01,143.13467407226562,105.1500015258789,99.60675811767578,130.014892578125,151.92774963378906,246.28594970703125,20.920927047729492,181.41000366210938,144.29605796571016,106.23999786376953,100.36053038415385,131.21641365265026,152.38417457555312,248.6537956177569,21.16966324723434,183.80999755859375,139.08955653554688,101.23999786376953,96.78012157695186,128.6457253325238,145.91493732172768,239.19213600485455,19.590330232815255,169.92999267578125,141.69772563249788,102.52999877929688,97.90085604626204,128.72956263018207,146.87738577590028,241.6574303752473,19.67024583727826,173.88999938964844,77663600,80450100,35531100,8841800,55661000,31259900,660477000,213806300
2023-02-02,148.43959045410156,112.91000366210938,106.8568344116211,129.40948486328125,187.3001708984375,257.8328857421875,21.686115264892578,188.27000427246094,148.79389409791816,114.0,106.9659333278878,130.8252252291425,195.62484263627775,257.9205804321698,21.925862042165335,196.75,145.83140682722515,108.87999725341797,104.74429711518005,128.53396140297392,178.75721095112047,250.67085535602513,20.67818002215878,182.61000061035156,146.54988091267057,110.25,104.93274207361436,130.39677243779963,181.95214004621323,252.20070989004705,20.97786301741522,187.3300018310547,118339000,158154200,69883800,11822100,150475700,39940400,564276000,217448300
2023-02-03,152.06150817871094,103.38999938964844,103.92108917236328,131.4119873046875,185.07762145996094,251.74278259277344,21.077754974365234,189.97999572753906,154.89605760293438,108.77999877929688,106.92625024321528,132.5669351419188,195.23789526478814,257.4431765540325,21.72207541802909,199.0,145.4967833818238,102.5199966430664,101.73912618609937,128.65503522011048,181.4659641739447,250.52475096588475,20.767082033794136,183.69000244140625,145.69362375451536,105.26000213623047,102.08625562934304,128.70159412141817,182.04144994050517,252.9023510805395,20.97786002176547,183.9499969482422,154357300,144374800,65309300,11501200,76809700,29077300,429366000,232662000
2023-02-06,149.33526611328125,102.18000030517578,102.05651092529297,132.18505859375,184.61126708984375,250.203125,21.0667724609375,194.75999450683594,150.6836538403975,103.94999694824219,103.50454212360086,132.4831151569408,189.215137765212,251.69399423007144,21.547264471015012,198.1699981689453,148.4002628109197,100.6500015258789,101.04486781904797,130.42470287724677,184.075478386839,248.26402854533762,20.764090426847382,189.9199981689453,150.1620199448286,102.93000030517578,101.56060951901542,130.61098112318146,185.0776087109676,250.85600290857124,20.784069803716758,193.00999450683594,69858300,81945200,31999600,8406200,42483800,22518000,452197000,186188100
2023-02-07,152.20912170410156,102.11000061035156,106.75765228271484,133.79638671875,190.12796020507812,260.7171936035156,22.149627685546875,196.80999755859375,152.7799692487235,102.41000366210938,107.29322670020932,134.4390587508407,192.27114515851267,261.8962397215106,22.235537474634327,197.5,148.2624177531637,98.08000183105469,102.27470697729218,131.49581412868693,182.96417698960028,253.4284826965279,21.12770531761483,189.5500030517578,148.2624177531637,101.16999816894531,102.37388574345306,131.68210658770164,184.13499687970858,253.86698591365706,21.3594611160502,196.42999267578125,83322600,119501300,49010200,10447900,47080700,50841400,664150000,186010300
2023-02-08,149.5222625732422,100.05000305175781,98.5554428100586,132.8556671142578,182.00173950195312,259.9084167480469,22.181594848632812,201.2899932861328,152.14028370808583,102.66999816894531,102.29453587919534,134.1596290034137,189.34412947288163,269.68189927846043,22.85388581150765,203.0,148.7840997356859,98.77999877929688,97.23634332555855,132.5203605981722,181.49571599932648,259.40169666602293,21.984801992541126,194.30999755859375,151.45133472995892,102.04000091552734,101.2134745048074,132.86497605199511,188.52059034038672,266.21294831317726,22.363402219773526,196.10000610351562,64120100,75878300,94743500,6958000,36139100,54686000,559651000,180673600
2023-02-09,148.48880004882812,98.23999786376953,94.2311782836914,130.78794860839844,176.53463745117188,256.8780212402344,22.31345558166504,207.32000732421875,151.89419715713953,101.77999877929688,99.21002459482034,133.5076507550767,185.1966577219229,266.9730839280978,22.99573622959342,214.0,148.04590544398496,97.56999969482422,92.8624856911135,130.27567278012776,175.88970468339843,256.0789852689524,22.09668525553156,204.77000427246094,151.3528748543498,101.31999969482422,99.18027172399981,133.30274042376843,184.6807175636952,266.79766475449935,22.58217304827231,207.77999877929688,56007100,64622500,119455000,6443100,37118800,42375100,523876000,215431400
2023-02-10,148.8535614013672,97.61000061035156,93.79479217529297,131.36541748046875,172.7939910888672,256.3713073730469,21.242582321166992,196.88999938964844,149.17885078358248,98.81999969482422,95.95692262073939,131.58895990324197,177.4970889680082,257.3359789229723,22.05472500108008,206.1999969482422,147.08912934244577,96.2300033569336,93.47741557627583,129.0834769866205,172.00023232679908,253.99370721574917,20.789062350237074,192.88999938964844,147.32570754066396,97.55999755859375,94.66757593087634,130.19185173817743,174.97687310448828,254.8414524853322,21.667135439240298,202.22999572753906,57450700,52740100,54980700,6582900,33433600,25818500,550737000,204754100
2023-02-13,151.65298461914062,99.54000091552734,93.83447265625,132.7904815673828,178.0328826904297,264.38104248046875,21.765033721923828,194.63999938964844,152.0571182724141,99.68000030517578,94.4196327331756,132.93949563787933,179.59066534207818,267.5771558270563,22.024759888693577,196.3000030517578,148.7648180243575,96.91000366210938,93.07078018839977,131.0860078917778,174.45100605417406,260.3176764646167,20.939904182007883,187.61000061035156,148.79438841262413,97.8499984741211,93.9634043087449,131.6075926688138,176.83231268780145,260.7951650159258,21.515297242953466,194.4199981689453,62199000,52841500,50076100,7134600,31463200,44630900,474919000,172475500
2023-02-14,151.0122833251953,99.69999694824219,93.90389251708984,133.3772430419922,178.08250427246094,265.2093200683594,22.946786880493164,209.25,151.57415087909246,100.91999816894531,94.07249718262943,133.94540087297335,180.096696800279,267.93769873660716,23.02470377641566,209.82000732421875,148.70570240485208,97.5199966430664,91.50373147763352,131.88700301189505,174.51054416410403,262.3932169633668,21.343477267064582,189.44000244140625,149.94770404483108,98.41000366210938,93.65594180887688,132.72526214056734,175.78057644351702,265.69653266891055,21.555253690620347,191.94000244140625,61707600,56202900,54726100,9249400,24034600,37047900,675474000,216455700
2023-02-15,153.11187744140625,101.16000366210938,96.1453628540039,133.9361114501953,175.7805633544922,263.0895080566406,22.740001678466797,214.24000549316406,153.2794480234058,101.16999816894531,96.32388765510876,134.01993453285192,176.80254214167127,264.4668924311176,22.830905348150583,214.66000366210938,150.69686663828347,98.44999694824219,93.37823222030585,131.60759774004632,173.96481066679146,260.0221350925757,22.082696315415404,206.11000061035156,150.92357800911904,99.08999633789062,93.7154415296958,131.89633116616562,175.04631984701354,262.1126422431033,22.525228183306545,211.75999450683594,65573800,47957600,50169000,6728300,25308900,28922400,420575000,181006400
2023-02-16,151.51498413085938,98.1500015258789,94.72708892822266,132.0919189453125,171.09730529785156,256.0853576660156,21.978805541992188,202.0399932861328,154.09756497312395,100.62999725341797,96.8792992195654,133.55421801414147,174.48075710359464,260.56916800834415,22.526226251527607,217.64999389648438,151.16012443154224,98.0999984741211,93.96339652364621,131.96150854736152,170.4523574127226,255.84114122158655,21.903883847439104,201.83999633789062,151.3178281549916,99.20999908447266,94.58823713954602,133.10714740730361,171.40488907292328,257.91209190049267,22.109666050196253,210.77999877929688,68167900,56339200,42462600,8165300,25827500,29603600,412026000,229586500
2023-02-17,150.3715362548828,97.19999694824219,93.57659149169922,132.48312377929688,171.5338897705078,252.09002685546875,21.365455627441406,208.30999755859375,150.8151070910907,97.94000244140625,94.77667195660865,133.0326496148105,171.8315417346345,254.07306355868084,21.717083871627388,208.44000244140625,148.69581585093724,95.6500015258789,92.44593691924389,130.46197554451953,168.37864269096454,250.07768536596615,20.952890859592024,197.5,150.17439533222245,97.80000305175781,94.07249288547277,131.3095437505022,168.89459799541382,253.3892752747082,21.608199514245356,199.99000549316406,59144100,60029400,34284100,7948800,24171300,30000100,465888000,213738500
2023-02-21,146.35964965820312,94.58000183105469,91.0375747680664,130.05213928222656,170.74012756347656,246.82472229003906,20.633222579956055,197.3699951171875,149.1393862953431,95.61000061035156,92.33683394114578,131.64483454191577,176.78270508862917,249.57949147395604,21.471336755550077,209.7100067138672,146.29065710385296,94.2699966430664,90.96814887866952,129.2324979903379,170.541687860479,245.7697052561427,20.596260936377625,197.22000122070312,148.05508866222715,95.33999633789062,92.23765518012942,131.03942672266425,172.95275977485835,248.5928473067925,20.97785813482087,204.99000549316406,58867200,56580400,33629300,9996300,34592600,28397400,410015000,180018600
